true,predicted
0,0.32809049133098234
1,0.7053386825478205
0,0.5030720696795301
1,0.5299625096387688
1,0.5755250011763182
0,0.30359087265998874
0,0.001
1,0.797045155898186
1,0.9069459968391719
1,0.999
0,0.14729489784929692
1,0.4565919365930909
1,0.6419855601576802
0,0.2098021528720178
0,0.5803461427984684
1,0.526215935232701
0,0.32156528490342173
1,0.25791367964541767
0,0.3224146753041901
0,0.2104307302799353
0,0.5091985664572456
1,0.507497694945836
0,0.29704852620603306
0,0.001
1,0.45215432973456815
0,0.053119205288375826
1,0.9789485200821844
0,0.41102332303313255
1,0.5154161783217652
1,0.5195695693642789
0,0.2082611700281855
1,0.6010673866418265
0,0.40028430513327573
0,0.001
0,0.00732556007614768
1,0.396955203257105
1,0.999
0,0.001
1,0.7735096205938015
1,0.8281399746044291
0,0.4646190364356376
1,0.5466064736587497
1,0.001
1,0.5399196031707123
0,0.15338792730734613
0,0.08910166412052167
0,0.11102420222215648
0,0.35634160666967357
1,0.6273038683993994
0,0.38016261909772076
1,0.5458369585511611
1,0.8380080438206431
1,0.999
0,0.3263021052698274
0,0.34198484185338673
1,0.4927887592971895
0,0.4187417666967198
1,0.6311731106968788
1,0.693875946080254
0,0.04398087992381913
1,0.6260173852150233
0,0.001
0,0.6033951730010737
1,0.6139490608462478
1,0.9760636287226304
0,0.3107141218739425
1,0.6714392399131325
0,0.16545272500692748
0,0.15684167231086338
1,0.969355075771542
0,0.5860722821293638
1,0.7560292522272456
0,0.23203148790342348
0,0.2720743895186281
1,0.7738395158023103
0,0.22764112885669827
0,0.39008836884666
0,0.8193185492722309
1,0.7062111480105737
1,0.999
0,0.2977797796427451
0,0.30905213742530474
1,0.6728845058444652
1,0.7377551969590669
1,0.571206804805018
1,0.999
1,0.52048127982935
0,0.001
0,0.25038739318793374
1,0.5122914392939627
1,0.7434411550471155
1,0.24262776185404655
1,0.6691671138592542
1,0.865392267665675
0,0.001
1,0.8065551822034914
0,0.1733419463256919
0,0.001
0,0.4846378300430705
0,0.13456945524041525
0,0.46055096469399326
0,0.43109853857157576
