true,predicted
106.1538744097259,96.4942444279376
129.09141078886887,134.89077938821237
34.36561843418004,28.934714539478303
54.35907717415074,51.66993776945435
79.54870053882777,66.88387227104451
41.90821127879445,19.718438927784245
123.00964341651452,114.10710356208787
104.46343437181923,96.49405899536833
50.432904778149585,31.425789608269458
123.52526129862136,119.65149380448169
106.82259451061459,108.36388193541617
50.98826694102638,44.90305610005379
41.89974777935415,25.683287333381855
75.4083733993132,76.22051202813164
58.49475987906727,75.35410504081312
51.21209609895255,62.402278336147326
95.56898917671793,87.85205200545201
108.01722269524481,90.98282779185203
42.470635575687425,34.666853877846776
49.37255811800031,47.03738329091786
68.38391925544171,61.23504192541147
93.18876381138813,95.07885281148509
87.48936211957196,87.86402178412044
111.64327577602091,108.04782193601524
76.72637413246319,69.63619649175472
89.47162700085832,82.35204317969733
107.64066768799222,118.5178586006312
59.905538070742026,40.23501925358899
58.49516787734515,54.78467781544937
59.46879771045545,61.96337841215826
72.12452293738261,62.208095608457626
86.99607635198049,75.17586621849253
44.426388523289106,45.50607765682616
42.59146977602722,30.20860685202259
79.21473383893988,73.60502276582235
83.96324430724962,58.09165979893404
62.84526839613904,63.15084196941819
49.11036713112232,31.933289806021094
50.62331871609516,40.31073682647754
60.98062740783144,62.21205654747974
58.89203859828257,33.853690681165006
64.80085431350133,75.8322095766076
103.78683535082658,106.87719487486294
34.94335809523038,26.152478509668665
41.24984487057302,39.75405319993536
78.21950244760673,78.28370262444302
107.4021613186111,93.83907560912871
124.33137973441009,133.3844869179048
121.3915958465892,123.12584284850834
59.828473278123184,38.59543817973823
44.24016578879991,31.704888887072357
41.82623762097056,50.130933173186996
105.00291457172189,119.25285464651108
121.42825297128383,139.0806187179027
50.02374964516797,61.87618943034077
46.430183716482205,46.1824576075791
113.37538970448281,107.01437127300571
125.77842160874837,131.66473874293652
89.23581476813354,82.69390118915669
52.78020367575938,59.00413233674586
73.8055453869424,66.46420354582733
126.54391459694274,136.05216933628185
114.54610887106607,109.03710565062747
81.95335968058254,102.29818127515466
36.90772250709287,46.51321585380256
92.81436286788467,102.23926296284968
64.84972225537382,53.83369821225594
105.68482011968626,101.84011693904434
54.100040528056454,58.591915780365014
58.99433872447865,70.98762264506905
115.9949037254242,133.59030068231095
90.87267264520771,84.25976293110547
84.793171795319,85.86496150337507
87.36032253520537,88.3656255197576
96.77963526053718,101.24882497100621
110.25450107961032,102.01300504359146
42.62414396576034,31.27865291936888
34.98385741174614,33.56637919348592
86.97592455948742,82.57028821091734
63.951603252529374,55.68491966248423
124.02491384429692,131.49282768687124
36.994783189032646,42.916672222163925
115.00617702178182,125.81685105710535
54.14080293631639,55.484447612197805
87.72596252148784,93.25351293905717
89.23641305398186,87.63886743638733
112.54912818059212,110.80874759390188
88.73004068473023,92.46839715121405
129.81575512307583,130.35256114226172
101.8064728618001,100.35223274019457
46.16298120190464,45.283628112258455
128.50987965825357,128.0044229756146
105.47058621080731,101.09423899589171
86.92046300208008,103.36109468887847
30.799547537305255,33.23231614193117
54.93447235763845,49.971647457658236
79.9032398197977,75.06421476931999
108.40830657669292,104.93896057926337
