true,predicted_1,predicted_2,predicted_3,predicted_4,predicted_5
3,0.13846475602220915,0.08112067581182877,0.5465031057767974,0.08852483692984467,0.1453866254593201
3,0.053398458683613335,0.14028791866130616,0.508364268813206,0.1183168012797853,0.1796325525620892
3,0.22510053455119006,0.09468150654166833,0.34942050573264216,0.22688220045200322,0.10391525272249623
5,0.20582186176187622,0.20312472875038046,0.10914555741557419,0.1110523243290866,0.37085552774308245
3,0.24865267011337253,0.1639718160567793,0.29277810997727866,0.08857447663843966,0.20602292721412982
4,0.0410447267403352,0.2097415679327609,0.12462029369231986,0.5251424259933316,0.0994509856412524
4,0.11933828540634131,0.1435303235658172,0.13375178064741844,0.5255294711355746,0.07785013924484842
3,0.2717753014114709,0.1370300184423729,0.38883601738168955,0.10864721134205334,0.0937114514224131
3,0.1281015360009435,0.12175050610900137,0.29039724338491146,0.19095209197456822,0.26879862253057535
2,0.18415535992342388,0.5249310567539971,0.1508863781799336,0.09212582457977045,0.04790138056287498
3,0.19505873286470551,0.13534615588802537,0.390059276033077,0.16314336219838788,0.11639247301580435
4,0.1281572182549418,0.12211354199418673,0.08787648556384045,0.5545772825325137,0.10727547165451731
4,0.07163038509297114,0.21213426504162722,0.08272874171009002,0.4615595016011341,0.17194710655417758
2,0.2651513282353658,0.2152291649225232,0.1997154706821952,0.08069516588983004,0.2392088702700857
3,0.28337419564841687,0.19071563824269597,0.2846846258240246,0.10367789579802496,0.13754764448683776
4,0.09801642668459261,0.13719181728012936,0.19685062924014435,0.530326095513609,0.03761503128152477
2,0.3096785950977614,0.38488279262163355,0.1854111039651,0.06358668614443812,0.056440822171066836
5,0.12120293545987676,0.15866761326811815,0.15496185200878773,0.1800686530650977,0.38509894619811963
3,0.17101028180884367,0.17865627993514818,0.2549513543465728,0.21873995895482856,0.17664212495460685
2,0.17768301032887546,0.5651008789097887,0.1165709399609379,0.07104598306232496,0.06959918773807301
1,0.4343747061300487,0.13583529523303972,0.08529969241306135,0.11619557169091727,0.228294734532933
3,0.13807360960480072,0.2004405340775882,0.3822404163975255,0.16545682657271796,0.11378861334736756
5,0.07564440435423182,0.1393745360860405,0.25046584050007814,0.16703870059381312,0.36747651846583634
3,0.08413588775893391,0.1175135172560588,0.3990675336482372,0.31341214991579547,0.0858709114209745
2,0.11293832666937699,0.35392321891881484,0.40137630085226156,0.06107409637412006,0.07068805718542646
3,0.1362062260211767,0.10225703502902299,0.32161540277144945,0.2051920103935153,0.2347293257848355
3,0.2163434934720712,0.147832135886124,0.28613346178939836,0.2078894811400212,0.1418014277123852
3,0.3191181760366579,0.1180932797063193,0.2159199646421617,0.14812790760377822,0.1987406720110829
2,0.128702593678528,0.5514274741691284,0.0896468926055917,0.13014957217059278,0.10007346737615906
3,0.3163825443812434,0.22655099728104083,0.18116085929180378,0.14255532210590133,0.13335027694001067
2,0.12181409884674536,0.5200781262968738,0.07997574190552838,0.14415925565241564,0.13397277729843682
4,0.06813536423649263,0.08476677140510033,0.22536710140107347,0.39799004004577676,0.22374072291155667
3,0.24674465258274997,0.07141463883776197,0.30972781956763024,0.1724622034146244,0.19965068559723345
4,0.13786080931732525,0.14902870882936198,0.1367210093152511,0.48056499581023066,0.09582447672783112
4,0.14879648444430965,0.09697354396422296,0.11954212090902057,0.5815713905682877,0.053116460114159124
1,0.2427080312120001,0.3130176559629585,0.22363288332326708,0.09610670833094571,0.12453472117082866
3,0.2370640257117209,0.2888722962644743,0.2197140336217849,0.08473644029657268,0.1696132041054472
3,0.13994860996220554,0.10814342369422568,0.4998233282656238,0.1267454597141181,0.1253391783638269
2,0.0638806139658046,0.32641107910262557,0.3960721664733128,0.11247282213966675,0.10116331831859016
4,0.13010841196410328,0.14362843059067174,0.13297450018182305,0.30501673402014895,0.28827192324325296
2,0.18756324565902033,0.3397382652232804,0.061357834156666964,0.11879873441649247,0.29254192054453976
3,0.2565206859760739,0.17217587243525598,0.33973917274950444,0.04529346661702606,0.1862708022221395
2,0.11491536675576439,0.2588694141791795,0.09474875172279555,0.21871619291909844,0.3127502744231621
2,0.0905649403113681,0.3570826046863422,0.1513481015273494,0.24081988369518484,0.16018446977975545
3,0.11928447738679851,0.1384098970285431,0.37306107133615374,0.171741466700364,0.1975030875481406
3,0.05747820587302017,0.1047219853351042,0.4320651359926685,0.09030046640438488,0.3154342063948223
2,0.16855803020219357,0.3487504123428436,0.12061351393704285,0.2443155585300852,0.1177624849878348
3,0.21201814581719736,0.17517970188603965,0.4496341492541884,0.11641759243403381,0.046750410608540696
2,0.15321838823688735,0.4027174292842763,0.09601970242130933,0.08207224249394965,0.26597223756357735
2,0.07536668731281514,0.3152303688990149,0.043844386313376456,0.27270398908177584,0.2928545683930177
2,0.1402611382232644,0.6063603363237723,0.06915584740499701,0.10185964687299713,0.08236303117496928
3,0.06892809880132321,0.20675607208120564,0.3703685227574623,0.1606812298691234,0.19326607649088554
2,0.4614236713733892,0.2149183565490828,0.12479077956197972,0.12365671547950134,0.07521047703604714
2,0.1355155983976034,0.2899173384040033,0.13510224972838183,0.34200741504612536,0.09745739842388618
3,0.23775550204336976,0.09758914380267705,0.3138069490064001,0.13803372970591413,0.212814675441639
4,0.042438997585865945,0.18433897994326442,0.16941446487501638,0.5012662516492122,0.10254130594664101
2,0.16035595679653664,0.39613459621515196,0.1546508992993812,0.2226026758478456,0.06625587184108457
4,0.046611131852724315,0.11097081383806275,0.14580202628148756,0.5935004848131693,0.10311554321455596
3,0.23848645669771923,0.24158199434066233,0.2968519208352784,0.06894232350802564,0.1541373046183143
5,0.13722319361273475,0.16533733082339763,0.06981509335356788,0.2161490116286653,0.4114753705816345
2,0.09218105479642996,0.42929370993527516,0.14629431116115324,0.15043741285353468,0.18179351125360704
3,0.1987405579228434,0.10888743395918006,0.29438099073896407,0.18374350969107506,0.21424750768793743
3,0.049755375596109354,0.15609941176059694,0.6133053617097695,0.08713541783095131,0.0937044331025729
3,0.1904469264492861,0.22437985155921295,0.48700876686233,0.052261334739619046,0.04590312038955182
3,0.13865917595104188,0.07628300951637489,0.3880624426967322,0.20468933962318217,0.1923060322126689
4,0.3989532865918781,0.07025942429349064,0.10392920300918061,0.1960340372889926,0.23082404881645804
2,0.12089221948111413,0.3638188620666852,0.17632463939400764,0.05963067469315916,0.27933360436503385
5,0.1813157579216284,0.21971030386484508,0.12461261528300764,0.0855025602518451,0.3888587626786739
4,0.08022510194171532,0.11413448635261346,0.07042126946659487,0.6472259184943626,0.08799322374471394
3,0.20097067789446682,0.12295036857143492,0.355800213077604,0.12641737416517504,0.1938613662913192
2,0.2306525288368555,0.4363750679379088,0.15301185968268008,0.12292223308611848,0.057038310456437195
4,0.2703932238315825,0.20544129864641206,0.13768886177741682,0.2731875390907268,0.1132890766538618
3,0.2064594389831757,0.17849852984127823,0.29420018999784897,0.15928889482861475,0.16155294634908243
3,0.2062763933922667,0.08042081624772283,0.39898210349743707,0.15728485447079585,0.15703583239177768
3,0.1237555986436298,0.2591058948577413,0.33907294357590967,0.06730397573448706,0.2107615871882322
4,0.046501835403295444,0.10898264070845227,0.32714838952205155,0.25129671434715495,0.2660704200190458
2,0.13188098843287246,0.5606755018555484,0.07660282772989854,0.16459607678704505,0.06624460519463556
1,0.5530911476528725,0.07713234286984581,0.1856520336756337,0.08925612034276625,0.09486835545888182
5,0.1225198026840299,0.1331844465097888,0.2886730152842484,0.10501965924059274,0.3506030762813402
4,0.23112958803955466,0.11482595648709291,0.11113821825695891,0.4000113347733431,0.14289490244305042
2,0.1304250082437751,0.45596757242369806,0.0632861215074606,0.11459085464933247,0.23573044317573386
2,0.38858454385175384,0.2554948535569857,0.09271575795849447,0.10419906007325191,0.15900578455951403
5,0.07870054953671499,0.04697475039794764,0.09457822312024904,0.08196396607821371,0.6977825108668746
5,0.08314609342560932,0.22789176681031148,0.05843248238339336,0.24938457910789075,0.3811450782727951
4,0.17080442856190614,0.15885395668148783,0.04982955798999033,0.40262597730744143,0.21788607945917432
3,0.2057846224906706,0.1434518043157537,0.36728929137941935,0.16167503061503133,0.12179925119912494
3,0.16090130854150855,0.15376874192945816,0.4153510841861305,0.16782195387713206,0.10215691146577072
5,0.16414486706256737,0.12080351467994226,0.30761511987204687,0.06040502007315923,0.3470314783122843
3,0.300342106206455,0.1296528308598357,0.43864500127072226,0.07196212993415094,0.05939793172883592
1,0.5427252781461495,0.06379548923953225,0.19348555067771062,0.11737488002670793,0.08261880190989979
3,0.12612030588716808,0.19131899695534302,0.23610183656584016,0.35702735196309293,0.08943150862855583
2,0.17855001680458832,0.3708100146315419,0.0844383959268709,0.1339795252195429,0.23222204741745606
3,0.10591878708727841,0.0909948218638488,0.3192776036320131,0.3387787142159131,0.14503007320094669
2,0.3202903931590122,0.2696315110768104,0.18858214523524083,0.06989699169738336,0.15159895883155333
3,0.2075373133407627,0.19804610193045316,0.22201764973291285,0.2557900622844026,0.11660887271146869
3,0.12294472464585116,0.22875635113658946,0.4219850564220425,0.03890224601958252,0.1874116217759344
2,0.2142581553761172,0.3245562942704458,0.13471247418717827,0.15601604084003076,0.17045703532622788
3,0.16676619727048117,0.1179219047320249,0.24735256168907926,0.2921974041182503,0.17576193219016428
5,0.2610365841995104,0.06814154329357831,0.0902722940935793,0.11407957888765222,0.4664699995256798
4,0.19638984129906306,0.29858216138875954,0.09817242801252607,0.28762605448740663,0.11922951481224459
3,0.10295402849909778,0.18480137518449924,0.4938623322226861,0.13028920220950196,0.08809306188421485
2,0.08219638394652191,0.5901752531942452,0.14231737209129935,0.08398413433790333,0.10132685643003032
3,0.02943691543295199,0.10702025226660633,0.3599001652111857,0.0900300336311299,0.4136126334581261
3,0.08409481200015206,0.21313174909240298,0.3780640736306717,0.10049990540799811,0.22420945986877525
4,0.35814127458246975,0.1439315970659231,0.13428029708162498,0.2661580868424019,0.09748874442758028
4,0.32473926536579867,0.07624724477107694,0.07763315469917392,0.48210156151194483,0.03927877365200565
3,0.07546315069430319,0.2674577784759703,0.518132592206559,0.04867489925823107,0.09027157936493635
3,0.1196693018737506,0.11464003559923275,0.33537148160766456,0.18992979488318656,0.2403893860361657
1,0.30955060417983665,0.3012417508042331,0.21371321434248391,0.052564610155021355,0.12292982051842505
4,0.044654902434345514,0.215115220622746,0.12473951172223585,0.5367539330087088,0.07873643221196383
2,0.12504970845595617,0.41790988472319657,0.19239003874177726,0.1432924866732512,0.12135788140581875
4,0.1436737705029097,0.18561605813830295,0.06414429108410515,0.5140949389637907,0.0924709413108916
3,0.08912424968645852,0.03984477895564477,0.2538330500876932,0.40414389366958287,0.21305402760062062
4,0.27223287878995434,0.10957540703812553,0.13906317729536236,0.3139568495844192,0.16517168729213852
